GetData.Serial No,GetData.CQM ID,GetData.Item No,GetData.Item Description,GetData.Date
1849,CQM5855,CBXMEPC005,BLACK INK ROLLER,03/09/2020
1442,CQM5800,CBXMEPC005,BLACK INK ROLLER,03/09/2020
1849,CQM5855,NNNMECI008,TOOTHED BELT T2.5 285L6,03/09/2020
1853,CQM58BD,NNNMECI004,TOOTHED BELT T2.5 145L6,03/09/2020
2104,CQM4C86,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),03/09/2020
1442,CQM5800,NNNMECI008,TOOTHED BELT T2.5 285L6,03/09/2020
1848,CQM584F,NNNMECI008,TOOTHED BELT T2.5 285L6,03/09/2020
1442,CQM5800,NNNMECI020,FLAT BELT (SCANNER),03/09/2020
1922,CQM581C,CBXMEPC005,BLACK INK ROLLER,03/09/2020
860,CQM67036,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",03/09/2020
1849,CQM5855,NNNMECI054,TOOTHED BELT T3/351L6,03/09/2020
1922,CQM581C,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),03/09/2020
1907,CQM67232,NNNEMZZ083,HYBRID CARD READER-MOTORISED,03/09/2020
1848,CQM584F,NNNMECI036,"FLAT BELT (Yellow, Bend)",03/09/2020
1848,CQM584F,NNNMECI054,TOOTHED BELT T3/351L6,03/09/2020
1442,CQM5800,NNNMECI013,TOOTHED BELT T2.5 160L6,03/09/2020
1849,CQM5855,NNNMECI036,"FLAT BELT (Yellow, Bend)",03/09/2020
1849,CQM5855,NNNMECI004,TOOTHED BELT T2.5 145L6,03/09/2020
1922,CQM581C,NNNMECI004,TOOTHED BELT T2.5 145L6,03/09/2020
1442,CQM5800,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),03/09/2020
1442,CQM5800,NNNMEGU021,O-RING ( collection path ),03/09/2020
1822,CQM5883,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),03/09/2020
1853,CQM58BD,NNNMECI054,TOOTHED BELT T3/351L6,03/09/2020
1442,CQM5800,NNNMEGU022,O-RING (FEEDER - Fat),03/09/2020
1830,CQM5862,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),02/09/2020
1831,CQM5863,NNNMECI004,TOOTHED BELT T2.5 145L6,02/09/2020
1830,CQM5862,NNNMECI044,TOOTHED BELT T2.5 380H6,02/09/2020
1830,CQM5862,NNNMECI004,TOOTHED BELT T2.5 145L6,02/09/2020
1831,CQM5863,NNNMECI044,TOOTHED BELT T2.5 380H6,02/09/2020
1291,CQM67250,CBXMEPC005,BLACK INK ROLLER,02/09/2020
1831,CQM5863,NNNMECI036,"FLAT BELT (Yellow, Bend)",02/09/2020
1831,CQM5863,NNNMECI015,TOOTHED BELT T2.5 177.5L6,02/09/2020
1830,CQM5862,NNNMECI015,TOOTHED BELT T2.5 177.5L6,02/09/2020
2251,CQM67027,CBXMEPC005,BLACK INK ROLLER,02/09/2020
265,CQM588A,NNNMECI032,"FLAT BELT (black colour, COLLECTION PATH)",02/09/2020
2120,CQM67040,CBXMEPC005,BLACK INK ROLLER,02/09/2020
1830,CQM5862,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",02/09/2020
1013,CQM67054,NNNMECI036,"FLAT BELT (Yellow, Bend)",02/09/2020
901,CQM67241,NNNEMZZ083,HYBRID CARD READER-MOTORISED,02/09/2020
1013,CQM67054,NNNEMZZ083,HYBRID CARD READER-MOTORISED,02/09/2020
1830,CQM5862,NNNMECI054,TOOTHED BELT T3/351L6,02/09/2020
1831,CQM5863,NNNMECI054,TOOTHED BELT T3/351L6,02/09/2020
1319,CQM67160,CBXMEPC005,BLACK INK ROLLER,02/09/2020
1830,CQM5862,NNNMECI036,"FLAT BELT (Yellow, Bend)",02/09/2020
1830,CQM5862,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),02/09/2020
838,CQM5884,NNNMECI054,TOOTHED BELT T3/351L6,02/09/2020
1830,CQM5862,NNNMEGU022,O-RING (FEEDER - Fat),02/09/2020
1804,CQM5866,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",02/09/2020
1830,CQM5862,NNNMEGU021,O-RING ( collection path ),02/09/2020
1831,CQM5863,NNNMECI020,FLAT BELT (SCANNER),02/09/2020
1830,CQM5862,NNNMECI008,TOOTHED BELT T2.5 285L6,02/09/2020
1831,CQM5863,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",02/09/2020
1938,CQM58AA,TTT80,VKP80II THERMIC HEAD,02/09/2020
1830,CQM5862,CSDMEPC094,PRESSURE ROLLER (CSD2002E),02/09/2020
838,CQM5884,NNNMEGU021,O-RING ( collection path ),02/09/2020
1831,CQM5863,CBXMEPC005,BLACK INK ROLLER,02/09/2020
1831,CQM5863,NNNMEGU022,O-RING (FEEDER - Fat),02/09/2020
1830,CQM5862,CBXMEPC005,BLACK INK ROLLER,02/09/2020
1831,CQM5863,NNNMEGU021,O-RING ( collection path ),02/09/2020
862,CQM67038,NNNMEGU023,O-RING  (THICKNESS ADJUSTOR - SHAFT),02/09/2020
1831,CQM5863,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),02/09/2020
1830,CQM5862,NNNMECI020,FLAT BELT (SCANNER),02/09/2020
838,CQN5884,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,01/09/2020
2103,CQM4C18,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),01/09/2020
1804,CQM5866,NNNEMZZ083,HYBRID CARD READER-MOTORISED,01/09/2020
2136,CQM4C71,NNNMECI036,"FLAT BELT (Yellow, Bend)",01/09/2020
2280,CQM67208,CSDAAEM073,DC GEAR BOX MOTOR ASSY,01/09/2020
2166,CQM58A6,NNNMEGU021,O-RING ( collection path ),01/09/2020
1804,CQM5866,CSDAACB002,BADGE READER WIRING,01/09/2020
1942,CQM5824,NNNMECI036,"FLAT BELT (Yellow, Bend)",01/09/2020
1300,CQM67147,NNNEMZZ084,ELO TOUCH SCREEN MODULE,01/09/2020
1941,CQM5820,NNNMEGU021,O-RING ( collection path ),01/09/2020
1942,CQM5824,NNNMEGU021,O-RING ( collection path ),01/09/2020
1942,CQM5824,CSDMEPC094,PRESSURE ROLLER (CSD2002E),01/09/2020
1941,CQM5820,NNNMECI036,"FLAT BELT (Yellow, Bend)",01/09/2020
1941,CQM5820,CBXMEPC005,BLACK INK ROLLER,01/09/2020
1941,CQM5820,NNNMECI054,TOOTHED BELT T3/351L6,01/09/2020
2166,CQM58A6,CBXMEPC005,BLACK INK ROLLER,01/09/2020
1942,CQM5824,CBXMEPC005,BLACK INK ROLLER,01/09/2020
1859,CQM580A,TTT80,VKP80II THERMIC HEAD,01/09/2020
2166,CQM58A6,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),01/09/2020
559,CQM4C16,NNNMESR006,CSD2002  MECHANICAL LOCK ( UPPER DOOR Lock ) and GQM  BOX LOCK,01/09/2020
1941,CQM5820,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),01/09/2020
1942,CQM5824,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),01/09/2020
1942,CQM5824,NNNMECI054,TOOTHED BELT T3/351L6,01/09/2020
2168,CQM58B9,CSDAAEL004,SMJ P.C.B,01/09/2020
1110,CQM67100,NNNMECI044,TOOTHED BELT T2.5 380H6,01/09/2020
2166,CQM58A6,NNNMECI054,TOOTHED BELT T3/351L6,01/09/2020
846,CQM67026,NNNMECI054,TOOTHED BELT T3/351L6,01/09/2020
793,CQM67023,NNNMECI004,TOOTHED BELT T2.5 145L6,01/09/2020
903,CQM67049,CSDMEPC094,PRESSURE ROLLER (CSD2002E),01/09/2020
1110,CQM67100,NNNMECI054,TOOTHED BELT T3/351L6,01/09/2020
2166,CQM58A6,NNNMECI036,"FLAT BELT (Yellow, Bend)",01/09/2020
1941,CQM5820,NNNMECI018,TOOTHED BELT T2.5/420 L6,01/09/2020
1590,CQM4C10,CSDMEPC048,COLLECTION BOX WIRING,01/09/2020
1438,CQM4C9D,NNNMESR006,CSD2002  MECHANICAL LOCK ( UPPER DOOR Lock ) and GQM  BOX LOCK,31/08/2020
271,CQM58D3,CBXMEPC005,BLACK INK ROLLER,31/08/2020
522,CQM4C96,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",31/08/2020
1809,CQM58B7,CSDMEPC048,COLLECTION BOX WIRING,31/08/2020
1838,CQM58EE,MRG445106,ROLLER ( Card Reader ),31/08/2020
369,CQM5844,CSDMEPC048,COLLECTION BOX WIRING,31/08/2020
1434,CQM4C22,NNNEMZZ083,HYBRID CARD READER-MOTORISED,30/08/2020
1142,CQM67111,NNNMECI013,TOOTHED BELT T2.5 160L6,29/08/2020
2180,CQM67021,CSDMESF075,LOCK LEVER ( Bar Lock ),29/08/2020
1142,CQM67111,NNNMECI006,TOOTHED BELT T2.5 200L6,29/08/2020
1148,CQM58DB,CSDAAEM115     ( old code : CSDAAEM126 ),WHITE CIS MODULE,29/08/2020
1249,CQM67120,NNNMECI054,TOOTHED BELT T3/351L6,29/08/2020
861,CQM67037,NNNELEO016,PHOTOTRANSISTOR OP505A -- RX,29/08/2020
861,CQM67037,NNNELEO015,PHOTODIODE OP165A -- TX,29/08/2020
1187,CQM4C15,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),29/08/2020
1588,CQM4C2F,TTT80,VKP80II THERMIC HEAD,29/08/2020
1142,CQM67111,NNNMEGU021,O-RING ( collection path ),29/08/2020
1448,CQM4C90,NNNMECI027,TOOTHED BELT T2.5 330L6,28/08/2020
2069,CQM67247,CBXMEPC005,BLACK INK ROLLER,28/08/2020
364,CQM58B3,NNNMEGU021,O-RING ( collection path ),28/08/2020
271,CQM58D3,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",28/08/2020
286,CQM58D7,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",28/08/2020
1014,CQM5803,NNNMECI054,TOOTHED BELT T3/351L6,28/08/2020
1014,CQM5803,NNNMECI036,"FLAT BELT (Yellow, Bend)",28/08/2020
271,CQM58D3,NNNMECI036,"FLAT BELT (Yellow, Bend)",28/08/2020
2069,CQM67247,NNNMEZZ090,INK RIBBON CARTRIDGE,28/08/2020
271,CQM58D3,NNNMEGU021,O-RING ( collection path ),28/08/2020
2126,CQM4C28,TTT80,VKP80II THERMIC HEAD,28/08/2020
256,CQM586A,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),28/08/2020
1014,CQM5803,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),28/08/2020
364,CQM58B3,NNNMECI027,TOOTHED BELT T2.5 330L6,28/08/2020
1149,CQM58EC,CSDAAEL024,DOT MATRIX P.C.B (024),28/08/2020
364,CQM58B3,NNNMECI013,TOOTHED BELT T2.5 160L6,28/08/2020
1307,CQM67154,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),28/08/2020
1014,CQM5803,NNNMECI044,TOOTHED BELT T2.5 380H6,28/08/2020
1014,CQM5803,CBXMEPC005,BLACK INK ROLLER,28/08/2020
286,CQM58D4,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),28/08/2020
1014,CQM5803,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),28/08/2020
1693,CQM67838,NNNMECI008,TOOTHED BELT T2.5 285L6,28/08/2020
286,CQM58D4,NNNMEGU022,O-RING (FEEDER - Fat),28/08/2020
1014,CQM5803,NNNMECI013,TOOTHED BELT T2.5 160L6,28/08/2020
286,CQM58D4,NNNMECI036,"FLAT BELT (Yellow, Bend)",28/08/2020
1149,CQM58EC,NNNEMAQ010,PRINT HEAD 9 NEEDLES  (Text Printer),28/08/2020
364,CQM58B3,NNNMECI044,TOOTHED BELT T2.5 380H6,28/08/2020
1014,CQM5803,NNNMEGU021,O-RING ( collection path ),28/08/2020
1142,CQM67111,NNNELEO016,PHOTOTRANSISTOR OP505A -- RX,28/08/2020
271,CQM58D3,NNNMEGU022,O-RING (FEEDER - Fat),28/08/2020
1223,CQM587C,NNNMEGU021,O-RING ( collection path ),27/08/2020
1223,CQM587C,NNNMEGU022,O-RING (FEEDER - Fat),27/08/2020
1817,CQM58BB,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",27/08/2020
2120,CQM67040,NNNMEZZ090,INK RIBBON CARTRIDGE,27/08/2020
860,CQM67036,NNNMEZZ090,INK RIBBON CARTRIDGE,27/08/2020
2126,CQM4C28,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),27/08/2020
860,CQM67036,CBXMEPC005,BLACK INK ROLLER,27/08/2020
1817,CQM58BB,NNNMEGU021,O-RING ( collection path ),27/08/2020
1307,CQM67154,NNNMEZZ090,INK RIBBON CARTRIDGE,27/08/2020
1239,CQM67115,CBXMEPC005,BLACK INK ROLLER,27/08/2020
1106,CQM67098,CBXMEPC005,BLACK INK ROLLER,27/08/2020
1817,CQM58BB,NNNMEGU022,O-RING (FEEDER - Fat),27/08/2020
1223,CQM587C,NNNMECI054,TOOTHED BELT T3/351L6,27/08/2020
1307,CQM67154,CBXMEPC005,BLACK INK ROLLER,27/08/2020
1817,CQM58BB,NNNMECI054,TOOTHED BELT T3/351L6,27/08/2020
1817,CQM58BB,NNNMECI036,"FLAT BELT (Yellow, Bend)",27/08/2020
1223,CQM587C,NNNMECI020,FLAT BELT (SCANNER),27/08/2020
1223,CQM587C,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",27/08/2020
2213,CQM67074,NNNMECI020,FLAT BELT (SCANNER),27/08/2020
1838,CQM58EE,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,27/08/2020
2213,CQM67074,NNNMEPC020,RUBBER STAMP PLATE (BOC NCB CYB),27/08/2020
1863,CQM585F,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),27/08/2020
2126,CQM4C28,PCXSP-VKP80II,VKP80II PAPER ROLLER HOLD ( Paper Arm Support ),27/08/2020
1223,CQM587C,NNNMECI036,"FLAT BELT (Yellow, Bend)",27/08/2020
2103,CQM4C18,NNNMECI054,TOOTHED BELT T3/351L6,26/08/2020
1450,CQM5832,NNNMECI044,TOOTHED BELT T2.5 380H6,26/08/2020
1450,CQM5832,NNNMECI054,TOOTHED BELT T3/351L6,26/08/2020
1878,CQM5805,CSDMEPC075,CIS MODULE ROLLER (CSD2002E),26/08/2020
1834,CQM5853,NNNMEGU021,O-RING ( collection path ),26/08/2020
1866,CQM5854,NNNMEGU021,O-RING ( collection path ),26/08/2020
1911,CQM588D,NNNMECI036,"FLAT BELT (Yellow, Bend)",26/08/2020
1188,CQM5817,NNNMEGU023,O-RING  (THICKNESS ADJUSTOR - SHAFT),26/08/2020
1834,CQM5853,NNNMEGU022,O-RING (FEEDER - Fat),26/08/2020
1328,CQM5806,NNNMECI036,"FLAT BELT (Yellow, Bend)",26/08/2020
1450,CQM5832,NNNMEGU022,O-RING (FEEDER - Fat),26/08/2020
1914,CQM581D,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),26/08/2020
1186,CQM4C62,NNNMECI036,"FLAT BELT (Yellow, Bend)",26/08/2020
1866,CQM5854,NNNMECI054,TOOTHED BELT T3/351L6,26/08/2020
844,CQM5818,NNNMEGU021,O-RING ( collection path ),26/08/2020
844,CQM5818,NNNMECI054,TOOTHED BELT T3/351L6,26/08/2020
1878,CQM5805,NNNMEMO068,TENSION SPRING ( Scanner ),26/08/2020
1450,CQM5832,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),26/08/2020
271,CQM58D3,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),26/08/2020
1878,CQM5805,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),26/08/2020
1834,CQM5853,NNNMECI020,FLAT BELT (SCANNER),26/08/2020
1450,CQM5832,NNNMECI036,"FLAT BELT (Yellow, Bend)",26/08/2020
1149,CQM58EC,CSDMEPC094,PRESSURE ROLLER (CSD2002E),26/08/2020
1450,CQM5832,NNNMEGU021,O-RING ( collection path ),26/08/2020
535,CQM58E5,NNNMECI054,TOOTHED BELT T3/351L6,26/08/2020
1834,CQM5853,NNNMECI054,TOOTHED BELT T3/351L6,26/08/2020
1149,CQM58EC,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",26/08/2020
1866,CQM5854,NNNMECI036,"FLAT BELT (Yellow, Bend)",26/08/2020
844,CQM5818,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),26/08/2020
1878,CQM5805,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),26/08/2020
1866,CQM5854,NNNMEGU022,O-RING (FEEDER - Fat),26/08/2020
1450,CQM5832,CBXMEPC005,BLACK INK ROLLER,26/08/2020
1834,CQM5853,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),26/08/2020
844,CQM5818,NNNMECI036,"FLAT BELT (Yellow, Bend)",26/08/2020
844,CQM5818,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),26/08/2020
1834,CQM5853,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",26/08/2020
1450,CQM5832,NNNMECI020,FLAT BELT (SCANNER),26/08/2020
1149,CQM58EC,CSDAAEM073,DC GEAR BOX MOTOR ASSY,26/08/2020
844,CQM5818,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),26/08/2020
1878,CQM5805,NNNMESR010,MECHANICAL LOCK ( LOWER DOOR Lock ),26/08/2020
1834,CQM5853,CBXMEPC005,BLACK INK ROLLER,26/08/2020
1866,CQM5854,CBXMEPC005,BLACK INK ROLLER,26/08/2020
1790,CQM5894,NNNMESR010,MECHANICAL LOCK ( LOWER DOOR Lock ),26/08/2020
1866,CQM5854,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),26/08/2020
1914,CQM581D,CBXMEPC005,BLACK INK ROLLER,26/08/2020
844,CQM5818,CBXMEPC005,BLACK INK ROLLER,26/08/2020
1834,CQM5853,NNNMECI036,"FLAT BELT (Yellow, Bend)",26/08/2020
535,CQM58E5,NNNMECI036,"FLAT BELT (Yellow, Bend)",26/08/2020
535,CQM58E5,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),26/08/2020
1834,CQM5853,NNNMECI044,TOOTHED BELT T2.5 380H6,26/08/2020
1866,CQM5854,NNNMECI020,FLAT BELT (SCANNER),26/08/2020
1799,CQM58A2,NNNEMAQ010,PRINT HEAD 9 NEEDLES  (Text Printer),26/08/2020
1186,CQM4C62,NNNMEGU022,O-RING (FEEDER - Fat),26/08/2020
1866,CQM5854,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",26/08/2020
554,CQM4C9E,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),25/08/2020
1442,CQM58C2,NNNMECI020,FLAT BELT (SCANNER),25/08/2020
1019,CQM4C47,NNNMECI036,"FLAT BELT (Yellow, Bend)",25/08/2020
1812,CQM58C1,NNNMEGU021,O-RING ( collection path ),25/08/2020
1442,CQM58C2,NNNMECI036,"FLAT BELT (Yellow, Bend)",25/08/2020
1442,CQM58C2,NNNMEGU021,O-RING ( collection path ),25/08/2020
1432,CQM5869,NNNMEGU021,O-RING ( collection path ),25/08/2020
1432,CQM5869,NNNMECI044,TOOTHED BELT T2.5 380H6,25/08/2020
1432,CQM5869,CBXMEPC005,BLACK INK ROLLER,25/08/2020
1011,CQM67076,NNNMECI036,"FLAT BELT (Yellow, Bend)",25/08/2020
1436,CQM58A5,CSDMEPC094,PRESSURE ROLLER (CSD2002E),25/08/2020
1107,CQM67198,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),25/08/2020
1812,CQM58C1,NNNMECI044,TOOTHED BELT T2.5 380H6,25/08/2020
1812,CQM58C1,NNNMECI054,TOOTHED BELT T3/351L6,25/08/2020
1442,CQM58C2,CBXMEPC005,BLACK INK ROLLER,25/08/2020
1812,CQM58C1,CBXMEPC005,BLACK INK ROLLER,25/08/2020
1812,CQM58C1,NNNMECI036,"FLAT BELT (Yellow, Bend)",25/08/2020
1432,CQM5869,NNNMECI020,FLAT BELT (SCANNER),25/08/2020
1442,CQM58C2,NNNMECI044,TOOTHED BELT T2.5 380H6,25/08/2020
1432,CQM5869,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),25/08/2020
1442,CQM5800,CSDMEPC130/B,ROLLER  RECOATION  (downside of bend),25/08/2020
1432,CQM5869,NNNMECI054,TOOTHED BELT T3/351L6,25/08/2020
1442,CQM58C2,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),25/08/2020
1812,CQM58C1,NNNMECI020,FLAT BELT (SCANNER),25/08/2020
1442,CQM58C2,NNNMECI054,TOOTHED BELT T3/351L6,25/08/2020
1812,CQM58C1,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),25/08/2020
1432,CQM5869,NNNMECI036,"FLAT BELT (Yellow, Bend)",25/08/2020
781,CQM58A3,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),25/08/2020
1840,CQM58A9,NNNMECI036,"FLAT BELT (Yellow, Bend)",24/08/2020
1451,CQM5838,NNNMEGU021,O-RING ( collection path ),24/08/2020
2248,CQM4C04,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),24/08/2020
1841,CQM58AB,NNNMEGU021,O-RING ( collection path ),24/08/2020
1840,CQM58A9,NNNMEGU021,O-RING ( collection path ),24/08/2020
1841,CQM58AB,NNNMECI036,"FLAT BELT (Yellow, Bend)",24/08/2020
1840,CQM58A9,NNNMECI054,TOOTHED BELT T3/351L6,24/08/2020
2173,CQM58AD,NNNMEGU021,O-RING ( collection path ),24/08/2020
2058,CQM589E,NNNMEGU021,O-RING ( collection path ),24/08/2020
2058,CQM589E,CBXMEPC005,BLACK INK ROLLER,24/08/2020
1451,CQM5838,NNNMECI054,TOOTHED BELT T3/351L6,24/08/2020
2173,CQM58AD,NNNMECI054,TOOTHED BELT T3/351L6,24/08/2020
1841,CQM58AB,CBXMEPC005,BLACK INK ROLLER,24/08/2020
2173,CQM58AD,NNNMECI036,"FLAT BELT (Yellow, Bend)",24/08/2020
1451,CQM5838,NNNMECI036,"FLAT BELT (Yellow, Bend)",24/08/2020
1841,CQM58AB,NNNMECI044,TOOTHED BELT T2.5 380H6,24/08/2020
1689,CQM67222,NNNMECI004,TOOTHED BELT T2.5 145L6,24/08/2020
844,CQM5818,TTT80,VKP80II THERMIC HEAD,24/08/2020
1451,CQM5838,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),24/08/2020
2058,CQM589E,NNNMECI044,TOOTHED BELT T2.5 380H6,24/08/2020
2058,CQM589E,NNNMECI036,"FLAT BELT (Yellow, Bend)",24/08/2020
1432,CQM5869,TTT80,VKP80II THERMIC HEAD,24/08/2020
1840,CQM58A9,CBXMEPC005,BLACK INK ROLLER,24/08/2020
2059,CQM589F,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),24/08/2020
2058,CQM589E,NNNMECI054,TOOTHED BELT T3/351L6,24/08/2020
1451,CQM5838,NNNMECI044,TOOTHED BELT T2.5 380H6,24/08/2020
2173,CQM58AD,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),24/08/2020
2059,CQM589F,CBXMEPC005,BLACK INK ROLLER,24/08/2020
1692,CQM67834,CSDAAEM140,CARD READER BEZEL (OUTPUT SLOT EVERS) For CSD2002E,24/08/2020
1840,CQM58A9,NNNMECI044,TOOTHED BELT T2.5 380H6,24/08/2020
1451,CQM5838,CBXMEPC005,BLACK INK ROLLER,24/08/2020
2058,CQM589E,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),24/08/2020
1841,CQM58AB,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),24/08/2020
2173,CQM58AD,CBXMEPC005,BLACK INK ROLLER,24/08/2020
2173,CQM58AD,NNNMECI044,TOOTHED BELT T2.5 380H6,24/08/2020
2241,CQM4C39,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),23/08/2020
782,CQM67225,NNNELZZ050,MAIN POWER SUPPLY,22/08/2020
782,CQM67225,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),22/08/2020
1838,CQM58EE,NNNEMAQ010,PRINT HEAD 9 NEEDLES  (Text Printer),22/08/2020
260,CQM588B,NNNMECI044,TOOTHED BELT T2.5 380H6,22/08/2020
1552,CQM67826,NNNMEGU021,O-RING ( collection path ),22/08/2020
1867,CQM5831,NNNMEGU021,O-RING ( collection path ),21/08/2020
2059,CQM589F,NNNMEGU021,O-RING ( collection path ),21/08/2020
348,CQM58B8,CSDAAME110,FEED ROLLER ASSY,21/08/2020
2059,CQM589F,NNNMECI036,"FLAT BELT (Yellow, Bend)",21/08/2020
2272,CQM5861,NNNMEGU021,O-RING ( collection path ),21/08/2020
2272,CQM5861,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),21/08/2020
1809,CQM58B7,NNNMECI036,"FLAT BELT (Yellow, Bend)",21/08/2020
2059,CQM589F,NNNMECI044,TOOTHED BELT T2.5 380H6,21/08/2020
1867,CQM5831,NNNMECI044,TOOTHED BELT T2.5 380H6,21/08/2020
2272,CQM5861,NNNMECI044,TOOTHED BELT T2.5 380H6,21/08/2020
1433,CQM586C,NNNMEGU021,O-RING ( collection path ),21/08/2020
2272,CQM5861,CBXMEPC005,BLACK INK ROLLER,21/08/2020
1433,CQM586C,NNNMECI036,"FLAT BELT (Yellow, Bend)",21/08/2020
1809,CQM58B7,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),21/08/2020
1809,CQM58B7,NNNMEGU021,O-RING ( collection path ),21/08/2020
1867,CQM5831,CBXMEPC005,BLACK INK ROLLER,21/08/2020
1433,CQM586C,CBXMEPC005,BLACK INK ROLLER,21/08/2020
304,CQM587F,CBXMEPC005,BLACK INK ROLLER,21/08/2020
2071,CQM67249,CSDMEPC075,CIS MODULE ROLLER (CSD2002E),21/08/2020
1867,CQM5831,NNNMECI036,"FLAT BELT (Yellow, Bend)",21/08/2020
1124,CQM5816,NNNEMZZ083,HYBRID CARD READER-MOTORISED,21/08/2020
348,CQM58B8,NNNMEGU022,O-RING (FEEDER - Fat),21/08/2020
1433,CQM586C,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),21/08/2020
1247,CQM67118,NNNMEZZ090,INK RIBBON CARTRIDGE,21/08/2020
1453,CQM4C64,CSDMEPC094,PRESSURE ROLLER (CSD2002E),21/08/2020
1867,CQM5831,NNNMECI054,TOOTHED BELT T3/351L6,21/08/2020
2272,CQM5861,NNNMECI036,"FLAT BELT (Yellow, Bend)",21/08/2020
1320,CQM67161,CBXMEPC005,BLACK INK ROLLER,21/08/2020
2059,CQM589F,NNNMECI054,TOOTHED BELT T3/351L6,21/08/2020
1809,CQM58B7,NNNMECI054,TOOTHED BELT T3/351L6,21/08/2020
1867,CQM5831,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),21/08/2020
2272,CQM5861,NNNMECI054,TOOTHED BELT T3/351L6,21/08/2020
1433,CQM586C,NNNMECI054,TOOTHED BELT T3/351L6,21/08/2020
1828,CQM58F0,CSDMEPC048,COLLECTION BOX WIRING,21/08/2020
256,CQM586A,CBXMEPC005,BLACK INK ROLLER,21/08/2020
1919,CQM580E,NNNMECI044,TOOTHED BELT T2.5 380H6,21/08/2020
1809,CQM58B7,CBXMEPC005,BLACK INK ROLLER,21/08/2020
1590,CQM4C10,NNNMECI033,TOOTHED BELT T2.5 330 H45 (Aligner),21/08/2020
1433,CQM586C,NNNMECI044,TOOTHED BELT T2.5 380H6,21/08/2020
1809,CQM58B7,NNNMECI044,TOOTHED BELT T2.5 380H6,21/08/2020
